user,Review,SENTIMEN
jsnjsnjsnjsn,"Kecewa dengan pengiriman otomatis pake J & T minahasa utara, Paket saya 3, lacak paket sudah dalam pengiriman, rescedule dari customer, akhirnya dikembalikan ke toko,padahal saya tidak pernah dihubungi dari pihak J & T, Komplain ke CS Shopee bilang paket aman tidak taunya pesan template, sama juga hubungi CS J & T paketnya dalam pengirimanlah, masih digudanglah alasan 🥺 Kalau boleh shopee kasih cusstumer yang pilih pake ekspedisi apa yang bagus.",positif
hesahara,Mau masuk sistem selalu eror,positif
Tiovanip,Sangat baik...very god dah pokoknya mah,positif
maulindasabrina,MLS banyak iklan,positif
angela_firdaus,Baik,positif
yuliaherlianty_,Apk is the best,positif
delicaice,Gangguin orang main aja lu dasar,positif
safanaph,sangat cocok untuk belanja,positif
nurinasuciani,Pengiriman cepat dan selalu sesuai pesanan,positif
rororindu,"Aplikasi yg memudahkan saya untuk berbelanja online dari rumah, dgn fitur lengkap dan cara berbelanja yg cukup dimengerti oleh semua kalangan masyarakat.",positif
Ayutryle,Aplikasi sih oke cuma kurirnya yg belagu sibuk dikit aja orang mau ngambil paket gak ada layanan katanya sok sibuk.. di aplikasi gak ada pilihan jasa yg lain malah dibikin otomatis ke spx...uninstal ajalah bikin sempit ram hp aja gak guna,positif
Lailya,Sangat membatun,positif
Meinmein,Harga dan promo terbaik dari Mitra Shopee juga akan mendapatkan diskon dan cashback yang lebih kompetitif dibandingkan dengan platform lainnya. Saya menggunakan Mitra Shopee sudah 5 tahun dan alhamdulillah bisnis saya berjalan lancar dan berkah.,positif
Putriis2,Bintang 1 jelek banyak iklan tidak bermoral,positif
salsabilaiswoyo,Tolong jngan masuk trus menganggu orang nonton you now...,positif
diraldara,"Pengiriman sllu aman dan lancar,serta barang² yg terjual cukup memuaskan bagi sy pribadi 😇",positif
Lisnarahma,"Hati2 sm bagian pengiriman mau itu spx atau yang lain, tidak ada beresnya...saya udh 4x gak sampe2, bad address, saya pesen di tokopedia 4 hari sampai rumah, saya jadi shopee food driver akumulasi poin lgsg PM, yg spx lambat pengantaran gak ada diapa2in, padahal yg spx instant lebih repot titik dimana alamat dimana, jadi ini si spx sm kurir2 yg lain gak jelas",positif
Christyarenda,Lu kalo bikin iklan ganggu aja tlol,positif
muthmainnahyusuf,sangat lengkap produknya,positif
wintersnow,Jangan lama2 memberikan saldo sementara nya,positif
Diananov,"Sudah dibilang, paket saya jangan dikirim pakai expedisi sampah JnE. Karna mereka suka nahan2 barang digudang. Sudah berkali kali tiap pakai jne selalu komplain, barang sampai tapi nunggu beberapa hari baru dikirim. Sekali lagi saya pesan barang dikirim pakai JNe saya gak akan pakai shopee lagi. Masih ada tokopedia dan yang lain yang masih bisa saya andalkan. NGERTI ! BANGKE",positif
zifamaritza,mantap,positif
rchma,Lumayan,positif
deistiadzhani,"Iklan mu terlalu banyak ketika main game iklam shopee aja keluar,kesel jadi nyaaa",positif
jusstttfikaaa,Harga barang sampai konsumen tetap,positif
adiestyc,Coin shopee saya tidak masuk 54.000. klo ada 5 jt pelanggan dlm sehari. 270.m shopee untung dari coin shopee.. hati2 ada kecurangan coin shopee.. potongan penjualan 10.5 %. Modal 70rb klo jual 80rb untung cuma 2ribuan. dipotong 7ribuan.,positif
amalialis,Masa Kalo keluar dari appk ini masi ada iklan asu asu,positif
nishadwii,Mantap,positif
skolastikaefilly,Selama ne lom ad yng mengecewa kan,positif
ikvjou,Ok,positif
lutfys,"Aplikasinya tidak bisa digunakan di karenakan di setiap saya mau pesen paket selalu saja ada pemberitahuan ""akunmu telah di batasi di karenakan melanggar kebijakan aplikasi dan telat membayar shoopePay"" Padahal saya tidak pernah melanggar kebijakan dan tidak pernah menggunakan shoopePay",positif
indirahw,Pengiriman cepat,positif
annisamuvira,Mantul,positif
meirifka,Gas seru gak bisa akgifkn payltr 👎👎👎,positif
Kurai,Bagus dan cepat nyampainya,positif
pinkeunicat,kereen,positif
Echi30,"Sangat membantu,banyak pilihan dalam pencarian,semoga bermanfaat dan patner yang bergabung di apk konsisten mempertahankan jualan nya.",positif
varravariansyah,Aplikasi shopee skarang pengiriman lama banget pesan dari tanggal 1 sampai tanggal 11 belum nyampai padahal pembayaran melalui transfer,positif
fantasticmilk,mantap,positif
Vaacastle,Mantep,positif
Syuraseoo,"Tutup aja tuh jasa kirim shopee express pengirimannya lama bnget, mengecewakan. Pesanan udah dua minggu lebih gk datang datang, kurirnya juga lemot, barang orang ditahan-tahan",positif
Nonikulftn,"Sekarang kurang nyaman belanja pakai shopee sekarang. Banyak video kreator yg vulgar, etalase produk juga banyak vulgar terutama yg jualan pakaian dalam, lingerie ataupun pakaian wanita. Juga yg live mulai pada vulgar penjualnya. Harga diri perempuan jatuh, akhirnya banyak komentar yg melecehkan. Tolong shopee diperketat dan dibuatkan peraturan agar tidak ada unsur pornografi yg lolos masuk di shopee.",positif
ovina18,good,positif
elvafebrianaf,"Saya pengguna lumayan lama. Dulu perasaan pengiriman shopee ga selambat yang sekarang, padahal udah nyaman belanja di sini",positif
decritiasiregar,Alhamdulillah,positif
el_shinta09,"Terbaik pokoknya,sangat puas",positif
karinaiueo,Pengiriman yang sangat lambat diluar tanggal estimasi diterima,positif
elvaannisa,Pelayanan baik....hanya saja menu COD yg masih sangat² sedikit.,positif
margaretdny,Bagussss,positif
triniejeannice,Memuaskan.. Cuma terkadang ada barang yg g bisa COD🤭🙏😇,positif
naura21,Ok,positif
Jeni_yo,"Prosesnya cepat,baik dr toko n kurir nya jg memuaskan",positif
Indahratnahappy,Cokk banyak iklan bilang aja gak ada gratis ongkir bacott cokk jelek najis Cok bilang aja sombong Cok percuma apk gak guna,positif
Erarevina_S,Sejauh ini belanja di shopee kesannya bagus...barang yg di beli sesuai keinginan.,positif
widdea,Bguss,positif
FransiscaDwiListiani,gajelas,positif
ririnfrasasti,"makin paraaaaahhhh makin kesini makin bnyak aja biaya2 nya, biaya layanan, biaya penanganan, tar keluar biaya apa lagi? promo nya potongan cm buat nutupi biaya2 tambahan itu doang",positif
Virgin_Il,mantaff,positif
emylll,"Bukan pelit atau gimana"" ya, tapi tolong kalau udh ada biaya layanan, apalagi ongkir di Shopeefood mayan mahal dan jarang ada voucher kalau ada juga cuma seribu tok. Minimal kalau udh begitu, gausah ada lagi uang parkir yg harus di tanggung oleh customer, bukanya gimana"" cuma untuk perantau kaya anak kos pasti hemat lah",positif
Jeskachs,Makin bnyk promo nya ya 😁,positif
angelalilulo,Sangat amanah,positif
kaleirevan,Ok,positif
talita26,Ini shope makin lemoet ya,positif
luniraazi,suka Shopee🥰,positif
nvyvnth,Bagus,positif
honeyvha,Banyak iklan yang sangat mengganggu kenyamanan!!!!!!!!!!!!!!!,positif
LidyaS,"Tolong hapus Ekspedisi JNE, Terimakasih",positif
nashanasy_,bagus membantu sekali shopee,positif
Mhrnis,Sumpah buruk banget para penagih paylater pdhal kita udh bayar dan katanya bisa nyicil malah saya cicil cicil tapi malah omongan dia gak enak banget didengar ngata2in pake miskin segala. Sumpah bikin sakit hati banget,positif
sakinarossaa,Semakin lama semakin gak ada gratis ongkir nyaa,positif
Yonakristin_04,Sangat puas,positif
sylviand,"Voucher nya gk bisa di pake sumpah kecewa berat sama aplikasi nya, makin aneh aja gitu plis deh voucher nya bisa di pake lh saya mau beli barang jadi kesusahan",positif
milakus,"Tengkyu Shopee, sy dapet banyak koin dengan siram tanam..",positif
Revishafria,"Pas scan QR klik ""bayar sekarang"" loading tapi loading nya ulang trus jadi g bisa lanjut pembayaran",positif
ammaraara,Tidak ada yang perlu di katakan selain bagus,positif
mutiyaa,"Kalah kalian sama Lazada, yang jelas² kasih gratis ongkir & potongan besar tiap harinya😂",positif
mita340,Mantap shopee,positif
hylmah,Shopee,positif
syifaahfzh,Sangat memuaskan,positif
Dyaah04,"TOLONG KENAPA POTONGAN BIAYA ADMIN SEMAKIN TAHUN SEMAKIN NAIK, INI NAIK LAGIIII! KALO KAYA GINI MENDING JUALAN BERALI KE TIKTOK TOKOPEDIA AJA, SEMAKIN MENCEKIK GILAA",positif
babyxoxox,"Sekian tahun mengunakan aplikasi ini selalu di berikan kemudahan, Mantap sangat membatu pemenuhan kebutuhan kami, terimakasih Shopee, memang top",positif
Aurelirs,Sekarang kok shopeee pelit amat sih sekarang gaada gratis ongkirnya sekalinya ada gratis ongkirnya harus daftar seabank /playtaler 😭 butuh ongkir tanpa embel-embel begitcu tolong dong udh itu ada biaya penangannya lagi 😫,positif
clarisya,okay,positif
veratarin,Tambahin lg promo2 & gratis ongkirnye 😁,positif
Trivita96,mantap...amanah,positif
sarahmut26_,Sekali lagi mohon maaf cuma mau menyampaikan tuk pihak ekspedisi atas keterlambatan pengiriman jangan sampai paket paket yang dikirim dibatalkan pembeli ya dan usahakan tepat waktu biar pelanggan semakin banyak lagi dan yang otder juga banyak tentunya ya,positif
Astampu,harga detail...,positif
Rtnbila,Mantap tinggal tunggu proses pengembalian dana biar cepat di proses ny,positif
seannavaro,Knp lgi ini Shopie eror skrg pdhl kmrin tu sya masih blnja n sya pu pket jg masih dlm prjlnn Sya buka kmbli n masuk untuk mau CO brng lgi tidak bisa ..ktax tambah nomor n sya ikuti malh GK bsa...tolng do kk Pket sya msih dlm prjlnn sya tau bgaimn kalo Shopie GK norml,positif
fii_petrichor,"Shoope sngt bagus sistemny, dan bnyk banget voucher gratisan.",positif
taniantsy,Baik,positif
heyyyyygurl,Mudah dan amanah seng S 12.12 sukses selalu,positif
vitawd,shopee keren banyak koin dan vocer,positif
Aliqianasyifa,Aplikasi belanja yg wajib nih ada di hp anda. Hehe,positif
fiitriiamaharanii,Keren,positif
Shirlypsatia,makasih shopee .. belanja mudah banyak discon'y,positif
sanrised,"thanks, semoga kedepannya lebih bagus lagi and ga ngecewain.",positif
nirmalaherasaputri,Goodlah,positif
feeramadhani13,Stop video fulgar!!,positif
Liza06032001,"Shopee besok 12.12 birthday sale, Bakal Ada gratis ongkir lohh! Ayo buruan Download Shopee sekarang!",positif
Mozzaazaaa,ezterzedzrz,positif
yolandafeliciaa,Kesel banget aplikasi nya ga mendukung banget saya udah ganti nomor telepon kok tetep ga bisa terus kalo mau beli pasti harua di ganti dulu no tlponya padahal udah di ganti tetep ga bisa tolong di perbaiki biar banyak yang cekout ga kayak giniiiiiiii😭😠😡,positif
sntteresia,Jadi pengen belanja terus,positif
LailiEybi,Apk sangat membantu....,positif
siska_al,ok,positif
windidc,"Sejauh ini shopee tidak menggecewakan,aku senang belanja2 di aplikasi sh0pee...",positif
naanrhdyh,Barang lambat sampai dan rusak mengecewakan sekaliiiii😤😤🙄,positif
firadif,Apk ribet,positif
tsaqif_fnny,"Gua kapok beli di shopee, penipuan semua barang yg datang, nggak sesuai sama yg di pesan, uang saya di tahan oleh shopee, hati2 klau belanja di shoppe",positif
nadnat,Sangat membantu,positif
saas,"Kurang reccomended sih, masa sekarang Ada biaya penanganan Dan biaya lainnya. Barang murah jadi mahal",positif
okiedokie,bagus banget dehh bantu kaum materi kayak aku buat belbnja,positif
Nanay_,Mantap,positif
fhadyashbk,mantabz,positif
arifatriN,apk ini tu bagus bangettt,positif
laurarore,Baik,positif
santileviani,"Pas barang sesuai pesanan,tapi pengiriman lumaya lama",positif
helloits_ann,"Shopee bodo, iklan dimana mana",positif
Amaliastn,Terimh kash shopy sdh banyak membantu dlm membeli barang di toko terpercaya jd ksh binrang 5,positif
nurultikaa,"pelayanan servis nya bagus sukaa bangett,makasih minn udh mau bantu permasalahn ku",positif
sitimunawaroh9,Ok,positif
putriintan_okt,Sangat membantu dlm segalah kebutuhan.,positif
Alinbizt,Aplikasinya bagus,positif
softpalem,"Pelayanan Baik, Terimakasih",positif
ihdaafifah,Sangat baik,positif
dstriavitri,"Shopee Nipu tukang korupsi,, saya belanja pakai spaylater, pas cek out barang harga 70 ribu, udah barang sampai harga malah di naikkan beberapa ribu,,jadi saya harus bayar 70 ribuan,, padahal waktu pembayaran belum jatuh tempo,, dan saya tidak pernah telat,, dasar aplikasi lemot...",positif
santijuwita,Min kenapa ya? Setiap pesen ga bisa di pesen barangny?,positif
kamila_rozibah,gak usah di download,positif
biancattya,Mantap,positif
nabilahafiza,Bagus banget,positif
Kakaramnst,Cara menangani masalah terlalu berbelit-belit dan terlalu lama,positif
rindia,baik,positif
levinathe,Kapan nih colab sama Ronaldo lagi😁,positif
Vikianggra,"Hallo guys ada yg sama gak, saya top up shopepay dari Sabtu malam lewat Apk Dana, 1 jt 300, tapi sampai skrg saldo nya belum masuk, padahal di dana telah berhasil. Chat adm shopee jawabnya sedang diproses terus, emang ga beres ini shopee, padahal saldo untuk bayar spyalatter, tolong tim shopee diproses dana saya agar segera saya terima.",positif
sitifms,"BARANG LAMA SAMPAI DAN DIBATALKAN SECARA SEPIHAK, SUNGGUH KECEWA DENGAN SHOPEE",positif
radhwl,Is The Best 👍👍👍,positif
mlyzrk,Terimakasih shoopi,positif
nvslp,Asik jos,positif
chrstabellearl,Pm no Lolo ke m MB Ng GB NN fcWz,positif
trizmaf,good,positif
putecahya,Bagus aplikasinya terus murah murah produknya makasih Shopee😘 maju terusnya,positif
puutri_,Bagus sih aplikasi nya dan pengiriman nya juga bagus sesuai ada pada gambar yg kita pesan😅😅tapi kalo pake Shopee pay pernah aku coba kok gak bisa... Bisa yah padahal udah di isi saldo Shopee pay nya kok gak bisa di guna in yah??.. Maaf jika aku kasih bintang 4 dulu 🙏🙏😊,positif
Bhetangely,sangat membantu dan memudahkan.,positif
Kalishaaa,"Ekspedisi pengiriman Shopee express sangat buruk, di karenakan pengiriman lama, baik paket hemat maupun standar, sama saja.. Sangat buruk.... Mending nggak usah ada expedisi Shopee express... Karena sangat buruk",positif
Adelbetaroreh,Males banget belakang ini sering spx padahal biasa nya juga jnt kalo spx barang ga pernah sampek ayo dong shopee Jnt aj,positif
Grande,Saya suka dgn shopee tapi saya tidak suka dgn jasa pengiriman kenapa gak ad yg serius jadi kurir ad kmrn paket saya d aplikasi d laporkan sudah d terima tapi saya sama sekali gak terima saya konsultasi cari d google no kantor spx malah mereka suruh saya bayar nanti d antar pdhal paketnya suda d bayar terus saya mau k kantor mau ambil paketnya mereka blg gak bisa kak terus saya ngebantah masa ambil paket sendiri gk bisa percuma kak k kantor gak akan d Laden kata nya lagi😡😡😡😡😡,positif
kyotdumps,Berkualitas baik,positif
brokolycryspy,Alhamdulillah selama chek out di shopee blm ada yg mengecewakan semoga selamanya Amanah,positif
umimasf,"Saatnya pindah kembali ke tiktokshop, karena shopee suka matiin akun pedagang. Padahal saya tidak melakukan pelanggaran apapun.",positif
adindaev,Kyaknya voucer gratis ongkir minimal 30rb ga laku deh gimana gak udah beli 30 rb ongkirnya malah Naikk 10rbb blom lgi ada biaya penangan Shopee game jga koinya dikurangin makin kesini makin pelit aj karna udh ga ada saingan kli ya tt shop ditutup,positif
Lenirose,kok mesti minta update aplikasi ya min ???,positif
nacaaldilaf,Shopee sangat amanah...aaya senanh berbelanja di sini..makasih,positif
mandinirynii,"SPX buruk bgt!! Paket lewat dr estimasi, malah sampe ilang paketnya!",positif
liza_farhani,Sangat bagus,positif
queenvictorique,bagus,positif
ernarnura,"Ok Gw Kasih Rating Segini Aja Kalo Shopee Bener Bener Bagus Baru 5 Bintang, Gk Nyangka Bakal Di Bales Sama Adminnya Sorry Nih hehehe",positif
Rinafaj,the best sih kalo sekarang,positif
Awalianurrahmah,"Shoppe memang terbaik buat keperluan mendadak,proses cepat dan transaksi di permudah dan aman. Fitur2nya juga menarik dan lengkap untuk bertransaksinya. Shoppe memang top.",positif
marinetopia_,"Semenjak update kok jadi tercentang sendiri ya beberapa barang yang ada di keranjang, mohon diperbaiki lagi agar saat checkout tidak terjadi keteledoran. terima kasih",positif
Viena511,Belanja si shoppe Amanah,positif
girlsteuthic,Sangat bagus,positif
R_A_Alula,Aplikasi yg bagus..,positif
nurjanah100,Langsung Saya Kasih Bintang 5 Amat Sangat Membantu Sekali 👍👌🤝 Terims Kasih Untuk Shopee 🙏🙏🙏🙏🙏,positif
mitaptrc,sangat baik,positif
rara_30,Sangan memuaskan belanja disini banyak bonusnya dan gratis ongkir,positif
xalfiani,"Sangat kecewa dengan pelayanan shope,sangat lambat pengirimanx",positif
nfafadks333,Mantap,positif
niawidya26,Belanja di shopee harga nya terjangkau semua,positif
uniamalina,kirim cepat,positif
titinfaridatul,Banyak voucher nya dan banyak diskon nyaa terbaik lah,positif
alled,Banyak bonusnya,positif
nbellajanes,Sangat bagus,positif
andhintrc,Nice,positif
Karuniamaya,oke,positif
nuruul17,Sesuai pesanan,positif
chikenteriyaki,Gak pernah salah soal jual beli online... shopee rajanya....,positif
fauziahfii,Oke bagus,positif
afifahlee,Belum coba,positif
tiaraayusalsabila,Shope sangat membatu.,positif
jenjenie_,Good,positif
Lunnayp,Belanja lebih mudah,positif
dindinpimpim,"HP ku makin lemot, kadang keluar"" sendiri",positif
lilymanlly,"buat cara biar no lama di apus dong,ini duit saya jadi gabisa ke pake di shope pay gmna sih",positif
chitanggini,Suka sebel bentar bentar minta di update,positif
melissadrmwn,Sangat membantu dan pelayanan pengiriman cepat tepat waktu dengan spx Xpress. Tingkatkan layanan kurir untuk menjadi lebih ramah agar kayak di iklan TV,positif
agathagizka,Aplikasinya lelet nya parah min 🙌,positif
priskilavanessa,Sangat membantu ga usah belanja jauh tingal pesen.,positif
Luthfi_fanani,Senang dan puas,positif
Bluepearl8,Semoga Shopee kedepannya lebih banyak menawarkan berbagai promo menarik lainnya,positif
Flooorieee,Min shopee...saran nih...kalau boleh buat belanja pilihan di shopee tolong COD bisa dibuka depan kurir..pas bayar pesan 2 barang ternyata dikirim hanya 1.,positif
